source,target,weight
Lew Welch,PennSound,1
Marjorie Welish,PennSound,1
Mac Wellman,PennSound,1
Darren Wershler,PennSound,1
Kathleene West,Finch_A Formal Feeling Comes_1994,1
Mildred Weston,Finch_A Formal Feeling Comes_1994,1
Rachel Wetzsteon,Jarman_Rebel Angels_1996,1
Philip Whalen,PennSound,1
Gail White,Finch_A Formal Feeling Comes_1994,1
Jon Manchip White,Hall_New Poets of England and America_1957,1
James Whitehead,Dacey_Strong Measures_1986,1
Carolyn B. Whitlow,Finch_A Formal Feeling Comes_1994,1
Ruth Whitman,Elliston,1
Reed Whittemore,voca,1
Reed Whittemore,Hall_New Poets of England and America_1957,1
John Wieners,PennSound,1
Dara Wier,Smith_The Morrow Anthology_1985,1
Richard Wilbur,Elliston,1
Richard Wilbur,voca,1
Richard Wilbur,Ciardi_Mid-Century American Poets_1950,1
Richard Wilbur,Dacey_Strong Measures_1986,1
Richard Wilbur,Elliott_Fifteen Modern American Poets_1956,1
Richard Wilbur,Hall_New Poets of England and America_1957,1
Richard Wilbur,McClatchy_Contemporary American Poetry_1990,1
Richard Wilbur,Vendler_Contemporary American Poetry_1985,1
Peter Wild,voca,1
Peter Wild,Halpern_The New Poetry Anthology_1975,1
Joshua Marie Wilkinson,voca,1
Nancy Willard,Finch_A Formal Feeling Comes_1994,1
C. K. Williams,Elliston,1
C. K. Williams,PennSound,1
C. K. Williams,voca,1
C. K. Williams,McClatchy_Contemporary American Poetry_1990,1
Emmett Williams,UbuWeb,1
John A. Williams,voca,1
Jonathan Williams,PennSound,1
Lisa Williams,Elliston,1
Miller Williams,Dacey_Strong Measures_1986,1
William Carlos Williams,PennSound,1
William Carlos Williams,UbuWeb,1
Greg Williamson,Jarman_Rebel Angels_1996,1
Elizabeth Willis,PennSound,1
Sara Wintz,PennSound,1
Harold Witt,Dacey_Strong Measures_1986,1
David Wojahn,voca,1
David Wojahn,Dacey_Strong Measures_1986,1
David Wojahn,Smith_The Morrow Anthology_1985,1
Daniel Wolff,Dacey_Strong Measures_1986,1
Nellie Wong,Finch_A Formal Feeling Comes_1994,1
Baron Wormser,Dacey_Strong Measures_1986,1
Baron Wormser,Smith_The Morrow Anthology_1985,1
C. D. Wright,Elliston,1
C. D. Wright,PennSound,1
C. D. Wright,voca,1
Celeste T. Wright,Finch_A Formal Feeling Comes_1994,1
Charles Wright,Elliston,1
Charles Wright,voca,1
Charles Wright,Dacey_Strong Measures_1986,1
Charles Wright,Halpern_The New Poetry Anthology_1975,1
Charles Wright,McClatchy_Contemporary American Poetry_1990,1
Charles Wright,Vendler_Contemporary American Poetry_1985,1
James Wright,voca,1
James Wright,Dacey_Strong Measures_1986,1
James Wright,Hall_New Poets of England and America_1957,1
James Wright,McClatchy_Contemporary American Poetry_1990,1
James Wright,Vendler_Contemporary American Poetry_1985,1
Jay Wright,Elliston,1
Jay Wright,McClatchy_Contemporary American Poetry_1990,1
Mark Wunderlich,voca,1
John Yau,PennSound,1
William Butler Yeats,UbuWeb,1
Monica Youn,voca,1
Al Young,PennSound,1
Al Young,voca,1
Al Young,Dacey_Strong Measures_1986,1
David Young,Elliston,1
David Young,Halpern_The New Poetry Anthology_1975,1
Dean Young,voca,1
Kevin Young,PennSound,1
La Monte Young,UbuWeb,1
Matthew Zapruder,Elliston,1
Andrew Zawacki,PennSound,1
Andrew Zawacki,voca,1
Lisa Zeidner,Dacey_Strong Measures_1986,1
Paul Zimmer,voca,1
Paul Zimmer,Dacey_Strong Measures_1986,1
Rachel Zucker,PennSound,1
Rachel Zucker,voca,1
Louis Zukofsky,PennSound,1
